HYD,IRR,ENV,RCP,MODEL
12.58,381.42,2355.00,45.00,1.00
12.58,382.28,2355.03,45.00,1.00
12.57,383.31,2355.07,45.00,1.00
12.56,384.50,2355.13,45.00,1.00
12.55,385.86,2355.19,45.00,1.00
12.55,387.35,2355.27,45.00,1.00
12.54,388.85,2355.34,45.00,1.00
12.53,390.33,2355.41,45.00,1.00
12.52,391.79,2355.48,45.00,1.00
12.51,393.23,2355.54,45.00,1.00
12.50,394.67,2355.61,45.00,1.00
12.49,396.26,2355.73,45.00,1.00
12.48,398.01,2355.88,45.00,1.00
12.46,399.93,2356.05,45.00,1.00
12.45,402.04,2356.24,45.00,1.00
12.44,404.29,2356.44,45.00,1.00
12.42,406.49,2356.65,45.00,1.00
12.41,408.64,2356.87,45.00,1.00
12.39,410.72,2357.08,45.00,1.00
12.38,412.76,2357.28,45.00,1.00
12.37,414.73,2357.47,45.00,1.00
12.36,416.54,2357.65,45.00,1.00
12.35,418.21,2357.80,45.00,1.00
12.34,419.73,2357.93,45.00,1.00
12.33,421.10,2358.05,45.00,1.00
12.32,422.33,2358.15,45.00,1.00
12.31,423.41,2358.23,45.00,1.00
12.31,424.33,2358.30,45.00,1.00
14.46,119.27,2319.81,45.00,1.00
14.42,126.28,2321.05,45.00,1.00
14.38,132.76,2322.28,45.00,1.00
14.34,138.73,2323.52,45.00,1.00
14.30,144.19,2324.77,45.00,1.00
14.27,149.16,2326.02,45.00,1.00
14.23,153.67,2327.29,45.00,1.00
14.19,157.94,2328.58,45.00,1.00
14.15,163.19,2330.08,45.00,1.00
14.10,169.63,2331.84,45.00,1.00
14.04,177.26,2333.87,45.00,1.00
13.97,186.08,2336.10,45.00,1.00
13.90,195.92,2338.51,45.00,1.00
13.83,205.75,2340.89,45.00,1.00
13.75,215.39,2343.17,45.00,1.00
13.68,224.85,2345.34,45.00,1.00
13.61,234.13,2347.44,45.00,1.00
13.54,243.26,2349.35,45.00,1.00
13.47,252.52,2351.03,45.00,1.00
13.39,261.94,2352.25,45.00,1.00
13.31,271.53,2352.41,45.00,1.00
13.23,281.30,2353.83,45.00,1.00
13.15,291.30,2354.90,45.00,1.00
13.07,301.66,2355.46,45.00,1.00
12.99,312.34,2355.56,45.00,1.00
12.91,323.30,2356.29,45.00,1.00
12.83,334.56,2356.37,45.00,1.00
12.74,345.89,2355.74,45.00,1.00
12.67,355.77,2354.92,45.00,1.00
12.62,363.92,2355.41,45.00,1.00
12.57,370.36,2355.88,45.00,1.00
12.54,375.12,2356.37,45.00,1.00
12.52,378.37,2356.66,45.00,1.00
12.50,381.13,2356.91,45.00,1.00
12.49,383.59,2357.17,45.00,1.00
12.48,385.72,2357.40,45.00,1.00
12.46,387.51,2357.61,45.00,1.00
12.46,389.01,2357.81,45.00,1.00
12.45,390.45,2358.00,45.00,1.00
12.44,391.87,2358.19,45.00,1.00
12.43,393.27,2358.37,45.00,1.00
12.42,394.65,2358.56,45.00,1.00
12.41,395.75,2358.71,45.00,1.00
12.42,395.14,2358.63,45.00,1.00
12.44,392.57,2358.29,45.00,1.00
12.47,388.07,2357.68,45.00,1.00
12.52,381.60,2356.82,45.00,1.00
12.57,373.56,2355.95,45.00,1.00
12.63,365.82,2355.32,45.00,1.00
12.69,358.67,2355.90,45.00,1.00
12.73,352.11,2356.10,45.00,1.00
12.78,346.14,2356.51,45.00,1.00
12.82,340.74,2356.65,45.00,1.00
12.86,335.47,2356.65,45.00,1.00
12.90,330.26,2356.47,45.00,1.00
12.94,325.09,2356.17,45.00,1.00
12.97,319.99,2355.70,45.00,1.00
13.01,314.99,2355.69,45.00,1.00
13.04,310.47,2355.68,45.00,1.00
13.07,306.47,2355.56,45.00,1.00
13.10,303.01,2355.37,45.00,1.00
13.12,300.09,2355.17,45.00,1.00
13.14,297.66,2354.96,45.00,1.00
13.15,295.48,2354.77,45.00,1.00
13.17,293.50,2354.56,45.00,1.00
13.18,291.73,2354.37,45.00,1.00
13.19,290.18,2354.19,45.00,1.00
13.20,288.82,2354.02,45.00,1.00
13.21,287.58,2353.86,45.00,1.00
13.22,286.44,2353.72,45.00,1.00
13.23,285.39,2353.59,45.00,1.00
13.24,284.46,2353.47,45.00,1.00
13.24,283.62,2353.36,45.00,1.00
13.25,282.94,2353.28,45.00,1.00
13.25,282.41,2353.21,45.00,1.00
13.25,282.03,2353.17,45.00,1.00
13.25,281.81,2353.16,45.00,1.00
13.25,281.71,2353.16,45.00,1.00
13.25,281.57,2353.16,45.00,1.00
13.25,281.37,2353.13,45.00,1.00
13.26,281.09,2353.10,45.00,1.00
13.26,280.74,2353.05,45.00,1.00
13.26,280.33,2352.99,45.00,1.00
13.27,279.84,2352.92,45.00,1.00
13.27,279.26,2352.84,45.00,1.00
13.27,278.61,2352.75,45.00,1.00
13.28,277.88,2352.65,45.00,1.00
13.29,277.06,2352.53,45.00,1.00
13.29,276.12,2352.39,45.00,1.00
13.30,275.03,2352.24,45.00,1.00
13.31,273.81,2352.10,45.00,1.00
13.32,272.45,2352.21,45.00,1.00
13.33,270.95,2352.28,45.00,1.00
13.35,269.32,2352.29,45.00,1.00
13.36,267.55,2352.25,45.00,1.00
14.46,119.28,2319.81,45.00,1.00
14.42,126.29,2321.05,45.00,1.00
14.38,132.77,2322.28,45.00,1.00
14.34,138.74,2323.52,45.00,1.00
14.30,144.19,2324.77,45.00,1.00
14.27,149.15,2326.03,45.00,1.00
14.23,153.65,2327.29,45.00,1.00
14.19,157.91,2328.58,45.00,1.00
14.15,163.13,2330.07,45.00,1.00
14.10,169.52,2331.83,45.00,1.00
14.04,177.09,2333.85,45.00,1.00
13.98,185.83,2336.07,45.00,1.00
13.90,195.58,2338.46,45.00,1.00
13.83,205.31,2340.83,45.00,1.00
13.76,214.85,2343.10,45.00,1.00
13.69,224.20,2345.26,45.00,1.00
13.62,233.36,2347.34,45.00,1.00
13.54,242.38,2349.24,45.00,1.00
13.47,251.50,2350.94,45.00,1.00
13.40,260.76,2352.19,45.00,1.00
13.31,270.18,2352.28,45.00,1.00
13.24,279.76,2353.70,45.00,1.00
13.16,289.54,2354.80,45.00,1.00
13.09,299.62,2355.44,45.00,1.00
13.01,309.98,2355.35,45.00,1.00
12.93,320.55,2356.20,45.00,1.00
12.85,331.34,2356.43,45.00,1.00
12.77,342.14,2355.94,45.00,1.00
12.70,351.50,2355.42,45.00,1.00
12.65,359.14,2355.08,45.00,1.00
12.61,365.08,2355.50,45.00,1.00
12.58,369.32,2355.75,45.00,1.00
12.57,372.04,2355.96,45.00,1.00
12.55,374.23,2356.13,45.00,1.00
12.54,376.04,2356.27,45.00,1.00
12.53,377.47,2356.40,45.00,1.00
12.53,378.50,2356.50,45.00,1.00
12.52,379.19,2356.58,45.00,1.00
12.52,379.80,2356.65,45.00,1.00
12.52,380.35,2356.72,45.00,1.00
12.52,380.86,2356.78,45.00,1.00
12.51,381.32,2356.84,45.00,1.00
12.51,381.51,2356.87,45.00,1.00
12.52,380.03,2356.70,45.00,1.00
12.55,376.65,2356.29,45.00,1.00
12.59,371.40,2355.86,45.00,1.00
12.64,364.26,2355.27,45.00,1.00
12.71,355.55,2356.10,45.00,1.00
12.77,347.27,2356.45,45.00,1.00
12.82,339.85,2356.69,45.00,1.00
12.87,333.23,2356.63,45.00,1.00
12.92,327.43,2356.37,45.00,1.00
12.96,322.32,2356.02,45.00,1.00
12.99,317.40,2355.64,45.00,1.00
13.03,312.55,2355.74,45.00,1.00
13.06,307.81,2355.66,45.00,1.00
13.10,303.14,2355.46,45.00,1.00
13.13,298.62,2355.15,45.00,1.00
13.16,294.56,2354.79,45.00,1.00
13.18,290.98,2354.43,45.00,1.00
13.21,287.92,2354.07,45.00,1.00
13.22,285.35,2353.75,45.00,1.00
13.24,283.24,2353.47,45.00,1.00
13.25,281.44,2353.22,45.00,1.00
13.26,279.91,2352.99,45.00,1.00
13.27,278.65,2352.79,45.00,1.00
13.28,277.66,2352.64,45.00,1.00
13.29,276.91,2352.51,45.00,1.00
13.29,276.20,2352.39,45.00,1.00
13.30,275.50,2352.29,45.00,1.00
13.30,274.81,2352.18,45.00,1.00
13.31,274.13,2352.11,45.00,1.00
13.31,273.46,2352.16,45.00,1.00
13.32,272.83,2352.21,45.00,1.00
13.32,272.24,2352.25,45.00,1.00
13.33,271.70,2352.27,45.00,1.00
13.33,271.21,2352.29,45.00,1.00
13.33,270.76,2352.30,45.00,1.00
13.34,270.42,2352.30,45.00,1.00
13.34,270.19,2352.30,45.00,1.00
13.34,270.08,2352.30,45.00,1.00
13.34,270.07,2352.29,45.00,1.00
13.34,270.15,2352.29,45.00,1.00
13.34,270.13,2352.29,45.00,1.00
13.34,269.98,2352.29,45.00,1.00
13.34,269.70,2352.29,45.00,1.00
13.35,269.30,2352.28,45.00,1.00
13.35,268.78,2352.27,45.00,1.00
13.36,268.27,2352.26,45.00,1.00
13.36,267.78,2352.24,45.00,1.00
13.36,267.32,2352.21,45.00,1.00
13.37,266.88,2352.18,45.00,1.00
13.37,266.46,2352.16,45.00,1.00
13.37,266.07,2352.12,45.00,1.00
13.38,265.69,2352.09,45.00,1.00
14.46,119.28,2319.82,45.00,1.00
14.42,126.29,2321.05,45.00,1.00
14.38,132.77,2322.28,45.00,1.00
14.34,138.74,2323.52,45.00,1.00
14.30,144.19,2324.77,45.00,1.00
14.27,149.16,2326.02,45.00,1.00
14.23,153.65,2327.28,45.00,1.00
14.19,157.91,2328.58,45.00,1.00
14.15,163.13,2330.07,45.00,1.00
14.10,169.52,2331.83,45.00,1.00
14.04,177.09,2333.85,45.00,1.00
13.98,185.83,2336.07,45.00,1.00
13.90,195.57,2338.46,45.00,1.00
13.83,205.30,2340.83,45.00,1.00
13.76,214.83,2343.09,45.00,1.00
13.69,224.17,2345.25,45.00,1.00
13.62,233.32,2347.33,45.00,1.00
13.54,242.33,2349.24,45.00,1.00
13.47,251.43,2350.93,45.00,1.00
13.40,260.68,2352.18,45.00,1.00
13.31,270.09,2352.28,45.00,1.00
13.24,279.65,2353.68,45.00,1.00
13.16,289.42,2354.79,45.00,1.00
13.09,299.48,2355.43,45.00,1.00
13.01,309.82,2355.35,45.00,1.00
12.93,320.37,2356.19,45.00,1.00
12.85,331.15,2356.43,45.00,1.00
12.77,341.94,2355.96,45.00,1.00
12.70,351.28,2355.45,45.00,1.00
12.65,358.90,2355.06,45.00,1.00
12.61,364.80,2355.48,45.00,1.00
12.58,369.01,2355.72,45.00,1.00
12.57,371.70,2355.91,45.00,1.00
12.56,373.84,2356.08,45.00,1.00
12.55,375.61,2356.22,45.00,1.00
12.54,377.00,2356.34,45.00,1.00
12.53,378.00,2356.44,45.00,1.00
12.53,378.65,2356.51,45.00,1.00
12.52,379.21,2356.58,45.00,1.00
12.52,379.74,2356.64,45.00,1.00
12.52,380.22,2356.71,45.00,1.00
12.52,380.66,2356.77,45.00,1.00
12.52,380.82,2356.79,45.00,1.00
12.53,379.30,2356.61,45.00,1.00
12.56,375.85,2356.20,45.00,1.00
12.59,370.50,2355.79,45.00,1.00
12.65,363.22,2355.35,45.00,1.00
12.72,354.34,2356.14,45.00,1.00
12.78,345.94,2356.53,45.00,1.00
12.83,338.43,2356.70,45.00,1.00
12.88,331.75,2356.58,45.00,1.00
12.93,325.92,2356.28,45.00,1.00
12.97,320.82,2355.90,45.00,1.00
13.00,315.91,2355.68,45.00,1.00
13.04,311.08,2355.74,45.00,1.00
13.07,306.35,2355.61,45.00,1.00
13.11,301.72,2355.37,45.00,1.00
13.14,297.24,2355.05,45.00,1.00
13.17,293.22,2354.67,45.00,1.00
13.19,289.70,2354.30,45.00,1.00
13.21,286.69,2353.94,45.00,1.00
13.23,284.18,2353.62,45.00,1.00
13.25,282.14,2353.34,45.00,1.00
13.26,280.40,2353.09,45.00,1.00
13.27,278.92,2352.86,45.00,1.00
13.28,277.71,2352.68,45.00,1.00
13.29,276.77,2352.52,45.00,1.00
13.29,276.06,2352.40,45.00,1.00
13.30,275.40,2352.29,45.00,1.00
13.30,274.74,2352.19,45.00,1.00
13.31,274.09,2352.12,45.00,1.00
13.31,273.44,2352.16,45.00,1.00
13.32,272.82,2352.21,45.00,1.00
13.32,272.24,2352.25,45.00,1.00
13.33,271.73,2352.27,45.00,1.00
13.33,271.27,2352.28,45.00,1.00
13.33,270.87,2352.29,45.00,1.00
13.34,270.54,2352.30,45.00,1.00
13.34,270.28,2352.30,45.00,1.00
13.34,270.12,2352.30,45.00,1.00
13.34,270.04,2352.30,45.00,1.00
13.34,270.04,2352.30,45.00,1.00
13.34,270.11,2352.30,45.00,1.00
13.34,270.09,2352.29,45.00,1.00
13.34,269.97,2352.29,45.00,1.00
13.34,269.73,2352.29,45.00,1.00
13.35,269.39,2352.28,45.00,1.00
13.35,268.94,2352.28,45.00,1.00
13.35,268.38,2352.26,45.00,1.00
13.36,267.72,2352.24,45.00,1.00
13.37,266.95,2352.20,45.00,1.00
13.37,266.08,2352.16,45.00,1.00
13.38,265.10,2352.09,45.00,1.00
13.39,264.02,2352.01,45.00,1.00
13.40,262.83,2351.90,45.00,1.00
14.46,119.28,2319.81,45.00,1.00
14.42,126.29,2321.04,45.00,1.00
14.38,132.77,2322.28,45.00,1.00
14.34,138.74,2323.52,45.00,1.00
14.30,144.19,2324.77,45.00,1.00
14.27,149.16,2326.02,45.00,1.00
14.23,153.65,2327.28,45.00,1.00
14.19,157.91,2328.58,45.00,1.00
14.15,163.13,2330.08,45.00,1.00
14.10,169.52,2331.83,45.00,1.00
14.04,177.08,2333.85,45.00,1.00
13.98,185.82,2336.07,45.00,1.00
13.90,195.56,2338.46,45.00,1.00
13.83,205.28,2340.82,45.00,1.00
13.76,214.80,2343.09,45.00,1.00
13.69,224.13,2345.24,45.00,1.00
13.62,233.27,2347.32,45.00,1.00
13.55,242.26,2349.22,45.00,1.00
13.47,251.34,2350.91,45.00,1.00
13.40,260.57,2352.18,45.00,1.00
13.32,269.96,2352.27,45.00,1.00
13.24,279.50,2353.66,45.00,1.00
13.16,289.24,2354.77,45.00,1.00
13.09,299.28,2355.42,45.00,1.00
13.01,309.61,2355.36,45.00,1.00
12.93,320.14,2356.18,45.00,1.00
12.85,330.90,2356.43,45.00,1.00
12.77,341.68,2355.99,45.00,1.00
12.71,351.00,2355.47,45.00,1.00
12.65,358.59,2355.03,45.00,1.00
12.61,364.47,2355.46,45.00,1.00
12.59,368.64,2355.70,45.00,1.00
12.57,371.28,2355.87,45.00,1.00
12.56,373.39,2356.02,45.00,1.00
12.55,375.13,2356.16,45.00,1.00
12.54,376.48,2356.28,45.00,1.00
12.54,377.45,2356.37,45.00,1.00
12.53,378.07,2356.44,45.00,1.00
12.53,378.62,2356.51,45.00,1.00
12.53,379.12,2356.57,45.00,1.00
12.52,379.59,2356.63,45.00,1.00
12.52,380.03,2356.69,45.00,1.00
12.52,380.18,2356.72,45.00,1.00
12.53,378.63,2356.53,45.00,1.00
12.56,375.12,2356.12,45.00,1.00
12.60,369.69,2355.73,45.00,1.00
12.66,362.31,2355.41,45.00,1.00
12.72,353.29,2356.17,45.00,1.00
12.79,344.80,2356.59,45.00,1.00
12.84,337.22,2356.70,45.00,1.00
12.89,330.52,2356.54,45.00,1.00
12.94,324.68,2356.21,45.00,1.00
12.97,319.62,2355.78,45.00,1.00
13.01,314.74,2355.72,45.00,1.00
13.05,309.96,2355.72,45.00,1.00
13.08,305.27,2355.58,45.00,1.00
13.11,300.69,2355.32,45.00,1.00
13.14,296.26,2354.97,45.00,1.00
13.17,292.28,2354.60,45.00,1.00
13.20,288.81,2354.21,45.00,1.00
13.22,285.84,2353.85,45.00,1.00
13.24,283.38,2353.53,45.00,1.00
13.25,281.38,2353.25,45.00,1.00
13.27,279.68,2353.00,45.00,1.00
13.28,278.24,2352.78,45.00,1.00
13.28,277.06,2352.59,45.00,1.00
13.29,276.15,2352.44,45.00,1.00
13.30,275.47,2352.33,45.00,1.00
13.30,274.84,2352.22,45.00,1.00
13.31,274.22,2352.13,45.00,1.00
13.31,273.60,2352.14,45.00,1.00
13.32,273.00,2352.20,45.00,1.00
13.32,272.42,2352.24,45.00,1.00
13.33,271.89,2352.27,45.00,1.00
13.33,271.42,2352.28,45.00,1.00
13.33,271.01,2352.29,45.00,1.00
13.34,270.67,2352.30,45.00,1.00
13.34,270.39,2352.30,45.00,1.00
13.34,270.18,2352.31,45.00,1.00
13.34,270.05,2352.31,45.00,1.00
13.34,269.99,2352.31,45.00,1.00
13.34,270.01,2352.30,45.00,1.00
13.34,270.08,2352.30,45.00,1.00
13.34,270.06,2352.29,45.00,1.00
13.34,269.93,2352.29,45.00,1.00
13.34,269.69,2352.29,45.00,1.00
13.35,269.35,2352.28,45.00,1.00
13.35,268.89,2352.28,45.00,1.00
13.35,268.32,2352.26,45.00,1.00
13.36,267.64,2352.24,45.00,1.00
13.37,266.85,2352.20,45.00,1.00
13.37,265.94,2352.15,45.00,1.00
13.38,264.91,2352.08,45.00,1.00
13.39,263.78,2351.99,45.00,1.00
13.40,262.53,2351.87,45.00,1.00
14.46,119.29,2319.82,45.00,1.00
14.42,126.30,2321.05,45.00,1.00
14.38,132.78,2322.28,45.00,1.00
14.34,138.74,2323.52,45.00,1.00
14.30,144.19,2324.77,45.00,1.00
14.27,149.14,2326.02,45.00,1.00
14.23,153.62,2327.28,45.00,1.00
14.19,157.86,2328.57,45.00,1.00
14.15,163.05,2330.06,45.00,1.00
14.10,169.42,2331.81,45.00,1.00
14.04,176.96,2333.82,45.00,1.00
13.98,185.68,2336.04,45.00,1.00
13.90,195.39,2338.42,45.00,1.00
13.83,205.08,2340.78,45.00,1.00
13.76,214.57,2343.03,45.00,1.00
13.69,223.87,2345.19,45.00,1.00
13.62,232.97,2347.26,45.00,1.00
13.55,241.92,2349.16,45.00,1.00
13.48,250.96,2350.85,45.00,1.00
13.40,260.14,2352.14,45.00,1.00
13.32,269.47,2352.28,45.00,1.00
13.24,278.95,2353.59,45.00,1.00
13.17,288.64,2354.72,45.00,1.00
13.09,298.60,2355.40,45.00,1.00
13.01,308.84,2355.40,45.00,1.00
12.94,319.30,2356.13,45.00,1.00
12.86,329.97,2356.44,45.00,1.00
12.78,340.64,2356.10,45.00,1.00
12.72,349.89,2355.59,45.00,1.00
12.66,357.41,2354.92,45.00,1.00
12.62,363.22,2355.36,45.00,1.00
12.60,367.34,2355.61,45.00,1.00
12.58,369.94,2355.73,45.00,1.00
12.57,372.01,2355.86,45.00,1.00
12.56,373.70,2355.99,45.00,1.00
12.55,375.02,2356.09,45.00,1.00
12.55,375.96,2356.18,45.00,1.00
12.54,376.55,2356.25,45.00,1.00
12.54,377.08,2356.31,45.00,1.00
12.54,377.56,2356.37,45.00,1.00
12.54,378.02,2356.43,45.00,1.00
12.53,378.44,2356.49,45.00,1.00
12.53,378.59,2356.51,45.00,1.00
12.55,377.02,2356.33,45.00,1.00
12.57,373.49,2356.00,45.00,1.00
12.61,368.01,2355.60,45.00,1.00
12.67,360.56,2355.66,45.00,1.00
12.74,351.47,2356.13,45.00,1.00
12.80,342.94,2356.65,45.00,1.00
12.86,335.37,2356.69,45.00,1.00
12.91,328.70,2356.46,45.00,1.00
12.95,322.94,2356.08,45.00,1.00
12.99,317.99,2355.61,45.00,1.00
13.02,313.18,2355.74,45.00,1.00
13.06,308.44,2355.69,45.00,1.00
13.09,303.74,2355.50,45.00,1.00
13.12,299.13,2355.21,45.00,1.00
13.16,294.63,2354.83,45.00,1.00
13.18,290.65,2354.43,45.00,1.00
13.21,287.27,2354.04,45.00,1.00
13.23,284.47,2353.68,45.00,1.00
13.25,282.25,2353.38,45.00,1.00
13.26,280.56,2353.14,45.00,1.00
13.27,279.11,2352.92,45.00,1.00
13.28,277.84,2352.73,45.00,1.00
13.29,276.75,2352.55,45.00,1.00
13.29,275.85,2352.40,45.00,1.00
13.30,275.11,2352.28,45.00,1.00
13.31,274.42,2352.17,45.00,1.00
13.31,273.76,2352.13,45.00,1.00
13.32,273.12,2352.19,45.00,1.00
13.32,272.52,2352.24,45.00,1.00
13.33,271.95,2352.27,45.00,1.00
13.33,271.45,2352.28,45.00,1.00
13.33,271.01,2352.29,45.00,1.00
13.34,270.64,2352.30,45.00,1.00
13.34,270.33,2352.30,45.00,1.00
13.34,270.10,2352.30,45.00,1.00
13.34,269.93,2352.30,45.00,1.00
13.34,269.82,2352.31,45.00,1.00
13.34,269.79,2352.30,45.00,1.00
13.34,269.81,2352.30,45.00,1.00
13.34,269.88,2352.29,45.00,1.00
13.34,269.86,2352.29,45.00,1.00
13.34,269.74,2352.29,45.00,1.00
13.35,269.50,2352.29,45.00,1.00
13.35,269.15,2352.28,45.00,1.00
13.35,268.70,2352.27,45.00,1.00
13.36,268.12,2352.26,45.00,1.00
13.36,267.42,2352.23,45.00,1.00
13.37,266.60,2352.18,45.00,1.00
13.38,265.65,2352.13,45.00,1.00
13.38,264.58,2352.05,45.00,1.00
13.39,263.40,2351.95,45.00,1.00
13.40,262.08,2351.83,45.00,1.00
14.46,119.27,2319.81,45.00,1.00
14.42,126.28,2321.05,45.00,1.00
14.38,132.77,2322.28,45.00,1.00
14.34,138.73,2323.52,45.00,1.00
14.30,144.19,2324.77,45.00,1.00
14.27,149.16,2326.02,45.00,1.00
14.23,153.67,2327.28,45.00,1.00
14.19,157.93,2328.58,45.00,1.00
14.15,163.17,2330.08,45.00,1.00
14.10,169.59,2331.83,45.00,1.00
14.04,177.20,2333.86,45.00,1.00
13.97,186.00,2336.10,45.00,1.00
13.90,195.81,2338.49,45.00,1.00
13.83,205.60,2340.87,45.00,1.00
13.76,215.20,2343.14,45.00,1.00
13.68,224.61,2345.31,45.00,1.00
13.61,233.82,2347.39,45.00,1.00
13.54,242.89,2349.30,45.00,1.00
13.47,252.07,2350.99,45.00,1.00
13.39,261.41,2352.22,45.00,1.00
13.31,270.92,2352.34,45.00,1.00
13.23,280.59,2353.76,45.00,1.00
13.16,290.49,2354.85,45.00,1.00
13.08,300.75,2355.44,45.00,1.00
13.00,311.33,2355.46,45.00,1.00
12.92,322.19,2356.25,45.00,1.00
12.83,333.33,2356.39,45.00,1.00
12.75,344.55,2355.67,45.00,1.00
12.68,354.33,2355.03,45.00,1.00
12.63,362.37,2355.32,45.00,1.00
12.58,368.71,2355.74,45.00,1.00
12.55,373.37,2356.19,45.00,1.00
12.53,376.52,2356.48,45.00,1.00
12.52,379.17,2356.71,45.00,1.00
12.50,381.51,2356.94,45.00,1.00
12.49,383.52,2357.16,45.00,1.00
12.48,385.20,2357.36,45.00,1.00
12.47,386.56,2357.53,45.00,1.00
12.46,387.79,2357.70,45.00,1.00
12.46,388.91,2357.86,45.00,1.00
12.45,389.93,2357.99,45.00,1.00
12.44,390.85,2358.12,45.00,1.00
12.44,391.42,2358.21,45.00,1.00
12.45,390.24,2358.06,45.00,1.00
12.47,387.07,2357.63,45.00,1.00
12.51,381.88,2356.94,45.00,1.00
12.56,374.74,2356.08,45.00,1.00
12.63,365.99,2355.40,45.00,1.00
12.69,357.59,2355.91,45.00,1.00
12.75,349.87,2356.14,45.00,1.00
12.80,342.84,2356.61,45.00,1.00
12.85,336.54,2356.67,45.00,1.00
12.89,330.87,2356.54,45.00,1.00
12.93,325.34,2356.25,45.00,1.00
12.97,319.88,2355.82,45.00,1.00
13.01,314.48,2355.70,45.00,1.00
13.05,309.15,2355.69,45.00,1.00
13.09,303.92,2355.50,45.00,1.00
13.12,299.07,2355.20,45.00,1.00
13.15,294.62,2354.83,45.00,1.00
13.18,290.57,2354.42,45.00,1.00
13.21,286.94,2354.01,45.00,1.00
13.23,283.70,2353.60,45.00,1.00
13.26,280.71,2353.19,45.00,1.00
13.28,277.96,2352.80,45.00,1.00
13.29,275.46,2352.43,45.00,1.00
13.31,273.18,2352.15,45.00,1.00
13.33,271.14,2352.30,45.00,1.00
13.34,269.25,2352.33,45.00,1.00
13.36,267.52,2352.29,45.00,1.00
13.37,265.95,2352.21,45.00,1.00
13.38,264.53,2352.11,45.00,1.00
13.39,263.29,2352.00,45.00,1.00
13.40,262.41,2351.92,45.00,1.00
13.40,261.91,2351.87,45.00,1.00
13.40,261.81,2351.86,45.00,1.00
13.40,262.09,2351.89,45.00,1.00
13.39,262.69,2351.96,45.00,1.00
13.39,263.21,2352.01,45.00,1.00
13.39,263.57,2352.04,45.00,1.00
13.39,263.78,2352.06,45.00,1.00
13.38,263.83,2352.07,45.00,1.00
13.39,263.70,2352.05,45.00,1.00
13.39,263.18,2352.01,45.00,1.00
13.40,262.26,2351.93,45.00,1.00
13.41,260.92,2351.79,45.00,1.00
13.42,259.17,2351.58,45.00,1.00
13.44,257.07,2351.31,45.00,1.00
13.45,254.98,2351.01,45.00,1.00
13.47,252.95,2350.70,45.00,1.00
13.48,250.98,2350.38,45.00,1.00
13.50,249.08,2350.06,45.00,1.00
13.51,247.24,2349.73,45.00,1.00
13.52,245.47,2349.41,45.00,1.00
13.54,243.76,2349.09,45.00,1.00
14.46,119.27,2319.81,45.00,1.00
14.42,126.28,2321.05,45.00,1.00
14.38,132.77,2322.28,45.00,1.00
14.34,138.73,2323.52,45.00,1.00
14.30,144.19,2324.77,45.00,1.00
14.27,149.16,2326.02,45.00,1.00
14.23,153.66,2327.29,45.00,1.00
14.19,157.93,2328.58,45.00,1.00
14.15,163.17,2330.08,45.00,1.00
14.10,169.59,2331.83,45.00,1.00
14.04,177.21,2333.86,45.00,1.00
13.97,186.01,2336.10,45.00,1.00
13.90,195.83,2338.50,45.00,1.00
13.83,205.63,2340.88,45.00,1.00
13.75,215.25,2343.16,45.00,1.00
13.68,224.69,2345.33,45.00,1.00
13.61,233.94,2347.42,45.00,1.00
13.54,243.05,2349.33,45.00,1.00
13.47,252.28,2351.02,45.00,1.00
13.39,261.67,2352.24,45.00,1.00
13.31,271.23,2352.38,45.00,1.00
13.23,280.96,2353.81,45.00,1.00
13.15,290.92,2354.89,45.00,1.00
13.07,301.21,2355.46,45.00,1.00
12.99,311.80,2355.52,45.00,1.00
12.91,322.65,2356.27,45.00,1.00
12.83,333.77,2356.39,45.00,1.00
12.75,344.93,2355.72,45.00,1.00
12.68,354.66,2355.00,45.00,1.00
12.62,362.66,2355.34,45.00,1.00
12.58,368.96,2355.76,45.00,1.00
12.55,373.59,2356.21,45.00,1.00
12.53,376.71,2356.49,45.00,1.00
12.52,379.33,2356.71,45.00,1.00
12.50,381.61,2356.93,45.00,1.00
12.49,383.55,2357.13,45.00,1.00
12.48,385.16,2357.32,45.00,1.00
12.47,386.45,2357.49,45.00,1.00
12.47,387.63,2357.64,45.00,1.00
12.46,388.74,2357.79,45.00,1.00
12.45,389.79,2357.93,45.00,1.00
12.45,390.78,2358.07,45.00,1.00
12.44,391.48,2358.16,45.00,1.00
12.45,390.55,2358.04,45.00,1.00
12.47,387.79,2357.66,45.00,1.00
12.50,383.15,2357.04,45.00,1.00
12.55,376.72,2356.24,45.00,1.00
12.61,368.79,2355.60,45.00,1.00
12.67,361.14,2355.62,45.00,1.00
12.72,354.05,2356.14,45.00,1.00
12.77,347.55,2356.43,45.00,1.00
12.81,341.68,2356.64,45.00,1.00
12.85,336.34,2356.67,45.00,1.00
12.89,331.13,2356.52,45.00,1.00
12.93,325.98,2356.24,45.00,1.00
12.97,320.90,2355.84,45.00,1.00
13.00,315.87,2355.68,45.00,1.00
13.04,310.96,2355.71,45.00,1.00
13.07,306.51,2355.58,45.00,1.00
13.10,302.58,2355.36,45.00,1.00
13.13,299.17,2355.12,45.00,1.00
13.15,296.28,2354.86,45.00,1.00
13.17,293.86,2354.63,45.00,1.00
13.18,291.72,2354.39,45.00,1.00
13.20,289.82,2354.18,45.00,1.00
13.21,288.16,2353.97,45.00,1.00
13.22,286.73,2353.79,45.00,1.00
